hash_msisdn,latitude,longitude,start_time,end_time,event_date
-3914071519648116905,-2.964172,104.75849761111112,2023-12-08 15:34:26,2023-12-08 15:55:34,2023-12-08
-3914071519648116905,-2.966725000000001,104.76029017699106,2023-12-08 16:02:54,2023-12-08 19:33:19,2023-12-08
-3914071519648116905,-2.9810044,104.76241260000002,2023-12-08 19:36:11,2023-12-08 20:26:07,2023-12-08
-3914071519648116905,-3.295151887029286,103.84703114225935,2023-12-09 00:11:48,2023-12-09 23:08:49,2023-12-09
-3914071519648116905,-3.295270246376812,103.84741942028988,2023-12-10 01:26:05,2023-12-10 11:04:06,2023-12-10
-3914071519648116905,-3.2881867,103.8425849,2023-12-10 11:13:51,2023-12-10 23:03:27,2023-12-10
-3914071519648116905,-3.295533166666666,103.84899947619049,2023-12-11 00:03:27,2023-12-11 17:37:48,2023-12-11
-3914071519648116905,-3.268849130434781,103.82355982608694,2023-12-11 17:41:39,2023-12-11 18:24:02,2023-12-11
-3914071519648116905,-3.29412692,103.84482448000004,2023-12-11 18:27:27,2023-12-11 23:48:30,2023-12-11
-3914071519648116905,-3.29746775,103.8520451875,2023-12-12 00:06:36,2023-12-12 09:32:09,2023-12-12
-3914071519648116905,-3.4707556250000007,104.07658745833336,2023-12-12 10:19:30,2023-12-12 10:46:20,2023-12-12
-3914071519648116905,-2.917887613207545,104.6879769716981,2023-12-12 13:08:20,2023-12-12 23:58:47,2023-12-12
-3914071519648116905,-2.9191054,104.6866974,2023-12-13 00:04:08,2023-12-13 08:01:39,2023-12-13
-3914071519648116905,-2.92820404,104.70360168,2023-12-13 08:15:36,2023-12-13 08:39:01,2023-12-13
-3914071519648116905,-2.9184995970149266,104.68503552238796,2023-12-13 08:51:49,2023-12-13 13:54:10,2023-12-13
-3914071519648116905,-2.9512159404761915,104.76084288095242,2023-12-13 14:15:59,2023-12-13 16:47:33,2023-12-13
-3914071519648116905,-2.9512605135135144,104.76048413513514,2023-12-13 16:48:08,2023-12-13 17:30:11,2023-12-13
-3914071519648116905,-2.9193692903225816,104.68458485483872,2023-12-13 18:11:39,2023-12-13 23:46:49,2023-12-13
-3914071519648116905,-2.918024448275863,104.68652358620685,2023-12-14 00:06:00,2023-12-14 09:36:37,2023-12-14
-3914071519648116905,-2.929008444444444,104.68358855555556,2023-12-14 09:40:31,2023-12-14 10:22:41,2023-12-14
-3914071519648116905,-2.963869818181818,104.7589651818182,2023-12-14 10:55:49,2023-12-14 12:31:22,2023-12-14
-3914071519648116905,-2.963866166666668,104.75834879166666,2023-12-14 14:02:07,2023-12-14 14:37:27,2023-12-14
-3914071519648116905,-2.951248457446807,104.76108905319148,2023-12-14 14:46:11,2023-12-14 17:10:31,2023-12-14
-3914071519648116905,-2.9198827317073173,104.68572818292682,2023-12-14 18:08:28,2023-12-14 23:59:25,2023-12-14
-3914071519648116905,-2.919693,104.68535175,2023-12-14 23:59:51,2023-12-15 08:20:52,2023-12-14
-3914071519648116905,-2.9208584615384594,104.70758012820504,2023-12-15 08:28:08,2023-12-15 09:33:09,2023-12-15
-3914071519648116905,-2.91953109090909,104.6856471818182,2023-12-15 10:01:46,2023-12-15 14:39:46,2023-12-15
-3914071519648116905,-2.9722134375,104.7737364375,2023-12-15 15:26:11,2023-12-15 15:43:22,2023-12-15
-3914071519648116905,-2.918484803571428,104.68573844642856,2023-12-15 16:16:40,2023-12-15 23:52:35,2023-12-15
-3914071519648116905,-2.919233111111112,104.68579633333331,2023-12-16 00:52:36,2023-12-16 08:20:18,2023-12-16
-3914071519648116905,-2.9191383800000006,104.68605877999998,2023-12-16 08:44:36,2023-12-16 13:45:00,2023-12-16
-3914071519648116905,-2.9786216666666667,104.74562950000004,2023-12-16 14:16:08,2023-12-16 14:41:31,2023-12-16
-3914071519648116905,-2.9793297662337666,104.74576023376618,2023-12-16 14:41:42,2023-12-16 17:12:35,2023-12-16
-3914071519648116905,-2.929709307692308,104.79029146153847,2023-12-16 18:51:10,2023-12-16 19:09:24,2023-12-16
-3914071519648116905,-2.934878363636363,104.78005093181818,2023-12-16 19:11:52,2023-12-16 23:24:28,2023-12-16
-3914071519648116905,-2.9348746944444457,104.78002713888888,2023-12-17 00:29:00,2023-12-17 09:30:06,2023-12-17
-3914071519648116905,-2.9348938125000004,104.78002834375,2023-12-17 09:44:07,2023-12-17 11:29:32,2023-12-17
-3914071519648116905,-3.0330250434782613,104.79002517391304,2023-12-17 12:20:13,2023-12-17 12:41:08,2023-12-17
-3914071519648116905,-3.022001111111111,104.79686433333332,2023-12-17 12:52:39,2023-12-17 13:29:59,2023-12-17
-3914071519648116905,-3.020367863636364,104.79934804545456,2023-12-17 13:30:12,2023-12-17 15:06:48,2023-12-17
-3914071519648116905,-2.894414714285714,104.71777499999996,2023-12-17 16:42:07,2023-12-17 17:02:40,2023-12-17
-3914071519648116905,-2.94001462,104.77411853999998,2023-12-17 17:34:10,2023-12-17 18:48:40,2023-12-17
-3914071519648116905,-2.934871380952381,104.78003042857142,2023-12-17 19:04:56,2023-12-17 23:36:43,2023-12-17
-3914071519648116905,-2.9348529180327856,104.78001881967214,2023-12-18 00:36:44,2023-12-18 11:03:25,2023-12-18
-3914071519648116905,-2.919742555555555,104.68562093333334,2023-12-18 11:33:49,2023-12-18 13:26:59,2023-12-18
-3914071519648116905,-2.9090716933333334,104.72487805999992,2023-12-18 13:44:04,2023-12-18 17:08:11,2023-12-18
-3914071519648116905,-2.919248938271604,104.68632223456788,2023-12-18 17:17:52,2023-12-18 23:55:39,2023-12-18
-3914071519648116905,-2.9194376875000003,104.6848835625,2023-12-19 00:05:38,2023-12-19 08:29:26,2023-12-19
-3914071519648116905,-2.971806878787879,104.75115503030308,2023-12-19 08:51:11,2023-12-19 10:05:51,2023-12-19
-3914071519648116905,-2.947819035714285,104.7870604285714,2023-12-19 10:22:27,2023-12-19 11:05:55,2023-12-19
-3914071519648116905,-2.9835855,104.7512235,2023-12-19 11:35:14,2023-12-19 11:59:09,2023-12-19
-3914071519648116905,-2.984080149999999,104.75991555,2023-12-19 12:09:28,2023-12-19 13:05:59,2023-12-19
-3914071519648116905,-2.9199918888888883,104.6862095,2023-12-19 18:33:21,2023-12-19 20:40:35,2023-12-19
-3914071519648116905,-2.9684104166666665,104.73294350000002,2023-12-19 21:15:19,2023-12-19 21:35:11,2023-12-19
-3914071519648116905,-2.9691151363636363,104.7340999090909,2023-12-19 21:52:20,2023-12-19 22:10:36,2023-12-19
-3914071519648116905,-2.921603555555555,104.68553811111109,2023-12-19 23:08:59,2023-12-19 23:44:19,2023-12-19
-3914071519648116905,-2.9176615,104.6850874,2023-12-20 00:14:57,2023-12-20 08:26:41,2023-12-20
-3914071519648116905,-2.9222618974358974,104.70767179487176,2023-12-20 08:34:39,2023-12-20 09:40:02,2023-12-20
-3914071519648116905,-2.917627,104.6855535,2023-12-20 12:34:39,2023-12-20 13:29:45,2023-12-20
-3914071519648116905,-2.9848873000000005,104.75355350000002,2023-12-20 15:14:02,2023-12-20 17:39:36,2023-12-20
-3914071519648116905,-2.9176325217391303,104.68718139130432,2023-12-20 19:15:06,2023-12-20 23:29:50,2023-12-20
-3914071519648116905,-2.919433660714285,104.68532467857142,2023-12-21 00:05:44,2023-12-21 08:58:15,2023-12-21
-3914071519648116905,-2.972152454545455,104.75106548484848,2023-12-21 09:31:18,2023-12-21 10:42:39,2023-12-21
-3914071519648116905,-3.432091615384616,104.47231961538462,2023-12-21 11:46:04,2023-12-21 12:03:12,2023-12-21
-3914071519648116905,-3.4795023666666665,104.12461793333335,2023-12-21 12:42:33,2023-12-21 12:59:57,2023-12-21
-3914071519648116905,-3.2946290111731846,103.84725113966464,2023-12-21 13:58:22,2023-12-21 23:42:10,2023-12-21
-3914071519648116905,-3.294242830188679,103.84516247169807,2023-12-22 00:42:11,2023-12-22 23:37:34,2023-12-22
-3914071519648116905,-3.2942035,103.84503805555556,2023-12-23 00:37:34,2023-12-23 11:29:50,2023-12-23
-3914071519648116905,-3.0051131639344275,104.76450498360664,2023-12-23 14:21:57,2023-12-23 15:24:59,2023-12-23
-3914071519648116905,-3.426125166666667,104.46671133333336,2023-12-23 16:21:44,2023-12-23 17:26:51,2023-12-23
-3914071519648116905,-3.2946190000000004,103.84401233333334,2023-12-23 19:49:56,2023-12-23 22:51:37,2023-12-23
-3914071519648116905,-3.295021578947369,103.84689736842108,2023-12-24 00:39:32,2023-12-24 13:43:39,2023-12-24
-3914071519648116905,-3.423595555555556,103.97092188888888,2023-12-24 14:02:08,2023-12-24 14:38:56,2023-12-24
-3914071519648116905,-3.2940385714285703,103.84613271428572,2023-12-24 14:59:31,2023-12-24 23:23:00,2023-12-24
-3914071519648116905,-3.29495552173913,103.84518134782608,2023-12-25 00:23:53,2023-12-25 23:10:23,2023-12-25
-3914071519648116905,-3.2950537230769217,103.8465212307692,2023-12-26 00:10:54,2023-12-26 16:30:56,2023-12-26
-3914071519648116905,-3.29139675,103.84140625,2023-12-26 16:59:34,2023-12-26 23:42:49,2023-12-26
-3914071519648116905,-3.294445747252749,103.84650813186808,2023-12-27 00:42:49,2023-12-27 23:38:26,2023-12-27
-3914071519648116905,-3.294725738461539,103.8461356,2023-12-28 00:38:36,2023-12-28 19:29:12,2023-12-28
-3914071519648116905,-3.294135862745095,103.8452499215686,2023-12-29 08:15:35,2023-12-29 23:53:20,2023-12-29
-3914071519648116905,-3.2950938431372534,103.84580203921564,2023-12-30 00:17:24,2023-12-30 17:21:39,2023-12-30
-3914071519648116905,-3.275471954545454,103.8262555,2023-12-30 17:26:12,2023-12-30 17:44:32,2023-12-30
-3914071519648116905,-3.2914905937500007,103.84196009375005,2023-12-30 17:47:47,2023-12-30 23:56:12,2023-12-30
-3914071519648116905,-3.295209322580644,103.84690803225809,2023-12-31 00:56:14,2023-12-31 22:28:16,2023-12-31
-3914071519648116905,-3.29666,103.84931692307693,2024-01-01 00:14:54,2024-01-01 09:39:09,2024-01-01
-3914071519648116905,-3.4551648965517234,104.03669703448276,2024-01-01 10:10:08,2024-01-01 10:52:22,2024-01-01
-3914071519648116905,-3.4771914000000006,104.13039833333332,2024-01-01 10:53:12,2024-01-01 11:09:11,2024-01-01
-3914071519648116905,-2.9180415,104.6863365,2024-01-01 13:29:13,2024-01-01 13:47:22,2024-01-01
-3914071519648116905,-2.919366129032258,104.68609580645162,2024-01-01 13:59:25,2024-01-01 17:42:08,2024-01-01
-3914071519648116905,-2.9785769487179485,104.74549399999998,2024-01-01 18:06:59,2024-01-01 19:14:29,2024-01-01
-3914071519648116905,-2.918287454545455,104.68746645454549,2024-01-02 00:22:24,2024-01-02 07:48:35,2024-01-02
-3914071519648116905,-2.8950628888888894,104.70405225925924,2024-01-02 08:04:02,2024-01-02 08:28:07,2024-01-02
-3914071519648116905,-2.9211786571428564,104.685184,2024-01-02 08:46:18,2024-01-02 09:41:49,2024-01-02
-3914071519648116905,-2.971918058823529,104.75123776470588,2024-01-02 10:08:22,2024-01-02 10:29:28,2024-01-02
-3914071519648116905,-2.9719524,104.75100122857144,2024-01-02 10:34:18,2024-01-02 11:44:27,2024-01-02
-3914071519648116905,-2.986657382352941,104.7606024117647,2024-01-02 12:05:17,2024-01-02 13:05:14,2024-01-02
-3914071519648116905,-3.2898971578947367,103.84194126315788,2024-01-03 08:09:24,2024-01-03 09:04:44,2024-01-03
-3914071519648116905,-3.2724456363636367,103.83272500000002,2024-01-03 09:04:55,2024-01-03 09:27:13,2024-01-03
-3914071519648116905,-3.282302551724138,103.82611503448278,2024-01-03 09:33:19,2024-01-03 10:01:01,2024-01-03
-3914071519648116905,-3.294174897435897,103.84499656410262,2024-01-03 10:01:21,2024-01-03 12:30:52,2024-01-03
-3914071519648116905,-3.2768026666666668,103.82290212121214,2024-01-03 12:48:21,2024-01-03 13:34:25,2024-01-03
-3914071519648116905,-3.2946560784313714,103.8458816666666,2024-01-03 13:41:14,2024-01-03 23:27:11,2024-01-03
-3914071519648116905,-3.2953749999999986,103.84591104255315,2024-01-04 00:14:37,2024-01-04 23:33:47,2024-01-04
-3914071519648116905,-3.2969530784313723,103.8500004509804,2024-01-05 00:33:57,2024-01-05 15:06:54,2024-01-05
-3914071519648116905,-3.2961176,103.8479883,2024-01-05 15:47:09,2024-01-05 23:46:46,2024-01-05
-3914071519648116905,-3.2977175652173907,103.85064141304348,2024-01-06 00:46:46,2024-01-06 23:07:06,2024-01-06
-3914071519648116905,-3.297850358974359,103.8506127692308,2024-01-07 00:07:06,2024-01-07 10:46:18,2024-01-07
-3914071519648116905,-3.2930501500000005,103.84315265,2024-01-07 12:16:29,2024-01-07 17:24:34,2024-01-07
-3914071519648116905,-3.295262065217392,103.84519254347822,2024-01-07 17:59:36,2024-01-07 23:42:53,2024-01-07
-3914071519648116905,-3.2958008225806434,103.84811083870964,2024-01-08 00:42:53,2024-01-08 17:34:52,2024-01-08
-3914071519648116905,-3.296466055555556,103.84994794444448,2024-01-08 17:55:20,2024-01-08 23:03:46,2024-01-08
-3914071519648116905,-3.2951782173913045,103.84786360869565,2024-01-09 00:03:47,2024-01-09 09:13:21,2024-01-09
-3914071519648116905,-3.2951645809523824,103.8489754761904,2024-01-09 09:42:23,2024-01-09 13:42:22,2024-01-09
-3914071519648116905,-3.3227223333333336,103.90621466666666,2024-01-09 15:57:48,2024-01-09 17:08:12,2024-01-09
-3914071519648116905,-3.29641976,103.84711407999995,2024-01-09 17:59:28,2024-01-09 23:38:33,2024-01-09
-3914071519648116905,-3.29486164,103.84398916000004,2024-01-10 00:38:33,2024-01-10 09:49:06,2024-01-10
-3914071519648116905,-3.2938535483870948,103.84503093548388,2024-01-10 09:49:55,2024-01-10 23:42:49,2024-01-10
-3914071519648116905,-3.296072475,103.849205975,2024-01-11 00:42:49,2024-01-11 14:58:20,2024-01-11
-3914071519648116905,-3.294587571428571,103.84508485714284,2024-01-11 15:15:01,2024-01-11 22:53:30,2024-01-11
-3914071519648116905,-3.2958209,103.84841453999996,2024-01-12 00:01:18,2024-01-12 17:44:11,2024-01-12
-3914071519648116905,-3.292197791666668,103.84298916666664,2024-01-12 18:00:59,2024-01-12 23:31:56,2024-01-12
-3914071519648116905,-3.294886239999999,103.84678044000005,2024-01-13 00:31:56,2024-01-13 10:41:18,2024-01-13
-3914071519648116905,-3.453185714285714,104.02477271428572,2024-01-13 11:18:56,2024-01-13 11:41:42,2024-01-13
-3914071519648116905,-3.432757285714286,104.4729844285714,2024-01-13 12:44:33,2024-01-13 13:05:29,2024-01-13
-3914071519648116905,-2.9469572833333344,104.78624876666667,2024-01-13 14:49:04,2024-01-13 17:24:40,2024-01-13
-3914071519648116905,-2.9348809999999994,104.780001,2024-01-13 17:44:01,2024-01-13 18:44:41,2024-01-13
-3914071519648116905,-2.922844391304348,104.68622778260868,2024-01-13 20:56:45,2024-01-13 23:59:41,2024-01-13
-3914071519648116905,-2.9193389166666663,104.68323300000002,2024-01-14 00:00:09,2024-01-14 08:02:25,2024-01-14
-3914071519648116905,-2.98780225,104.760003375,2024-01-14 08:44:47,2024-01-14 09:25:24,2024-01-14
-3914071519648116905,-2.98176772,104.76147676,2024-01-14 09:27:19,2024-01-14 09:59:44,2024-01-14
-3914071519648116905,-3.8285930000000006,105.10933575,2024-01-14 11:33:36,2024-01-14 11:52:02,2024-01-14
-3914071519648116905,-4.248881250000002,105.13961709999997,2024-01-14 12:16:56,2024-01-14 13:29:55,2024-01-14
-3914071519648116905,-5.865788928571419,105.75653847959197,2024-01-14 15:50:10,2024-01-14 17:42:59,2024-01-14
-3914071519648116905,-6.262053666666667,106.81430133333332,2024-01-14 21:41:00,2024-01-14 22:55:54,2024-01-14
-3914071519648116905,-6.26196375,106.814475125,2024-01-15 00:07:53,2024-01-15 09:54:53,2024-01-15
-3914071519648116905,-6.238965,106.80189964285717,2024-01-15 10:15:38,2024-01-15 11:10:53,2024-01-15
-3914071519648116905,-6.26142675,106.81489675,2024-01-15 11:21:39,2024-01-15 11:59:31,2024-01-15
-3914071519648116905,-6.255448500000001,106.8109178,2024-01-15 12:07:45,2024-01-15 13:28:20,2024-01-15
-3914071519648116905,-6.326524209580836,106.90302583832332,2024-01-15 14:15:47,2024-01-15 23:56:15,2024-01-15
-3914071519648116905,-6.326392967032971,106.9035609010989,2024-01-16 00:04:58,2024-01-16 10:01:42,2024-01-16
-3914071519648116905,-6.331103428571427,106.87351975000004,2024-01-16 10:11:51,2024-01-16 12:36:34,2024-01-16
-3914071519648116905,-6.3259069889502815,106.903668,2024-01-16 12:50:06,2024-01-16 23:57:24,2024-01-16
-3914071519648116905,-6.326399630769231,106.90375715384612,2024-01-16 23:59:54,2024-01-17 11:52:19,2024-01-16
-3914071519648116905,-6.277673222222222,106.80175133333334,2024-01-17 12:42:46,2024-01-17 13:00:43,2024-01-17
-3914071519648116905,-6.240300513513515,106.80220302702702,2024-01-17 13:10:09,2024-01-17 14:51:43,2024-01-17
-3914071519648116905,-6.264262225806452,106.7830351935484,2024-01-17 15:28:37,2024-01-17 19:05:14,2024-01-17
-3914071519648116905,-6.119258519480516,106.6664857532468,2024-01-17 19:53:56,2024-01-17 21:25:28,2024-01-17
-3914071519648116905,-6.325707434782609,106.90401986956522,2024-01-17 22:10:13,2024-01-17 23:54:03,2024-01-17
-3914071519648116905,-6.325610208333334,106.90383004166672,2024-01-18 00:14:31,2024-01-18 10:26:55,2024-01-18
-3914071519648116905,-6.341771200000001,106.8896598,2024-01-18 10:47:18,2024-01-18 11:06:53,2024-01-18
-3914071519648116905,-6.6707900588235285,106.92340352941176,2024-01-18 12:31:59,2024-01-18 12:55:05,2024-01-18
-3914071519648116905,-6.714766999999998,106.94930227586208,2024-01-18 13:10:28,2024-01-18 14:04:28,2024-01-18
-3914071519648116905,-6.71647925,106.95012465625,2024-01-18 14:16:18,2024-01-18 16:31:24,2024-01-18
-3914071519648116905,-6.712733428571428,106.9508727142857,2024-01-18 17:15:24,2024-01-18 17:36:57,2024-01-18
-3914071519648116905,-6.806394249999999,107.1109255,2024-01-18 18:52:06,2024-01-18 19:11:46,2024-01-18
-3914071519648116905,-6.809582461538462,107.12474807692313,2024-01-18 19:14:20,2024-01-18 19:31:23,2024-01-18
-3914071519648116905,-6.930306263157897,107.60304336842104,2024-01-18 21:58:27,2024-01-18 22:31:33,2024-01-18
-3914071519648116905,-6.930206000000001,107.6033986,2024-01-18 22:33:10,2024-01-18 23:04:14,2024-01-18
-3914071519648116905,-6.930071428571429,107.60258657142856,2024-01-18 23:14:04,2024-01-18 23:39:53,2024-01-18
-3914071519648116905,-6.929856083333333,107.60225866666669,2024-01-19 00:01:48,2024-01-19 06:52:11,2024-01-19
-3914071519648116905,-6.9296451304347855,107.60212713043482,2024-01-19 06:55:04,2024-01-19 07:21:36,2024-01-19
-3914071519648116905,-6.930139999999999,107.60199844736844,2024-01-19 07:23:01,2024-01-19 07:46:37,2024-01-19
-3914071519648116905,-6.9300889361702165,107.602204212766,2024-01-19 07:47:59,2024-01-19 08:25:31,2024-01-19
-3914071519648116905,-6.930172633027524,107.60235554128435,2024-01-19 08:25:39,2024-01-19 09:38:39,2024-01-19
-3914071519648116905,-6.8703257,107.5921394,2024-01-19 11:11:19,2024-01-19 11:26:26,2024-01-19
-3914071519648116905,-6.830688924731187,107.60564605376344,2024-01-19 11:43:05,2024-01-19 14:10:13,2024-01-19
-3914071519648116905,-6.832730054054055,107.60184905405404,2024-01-19 14:12:07,2024-01-19 15:03:29,2024-01-19
-3914071519648116905,-6.834904111111114,107.60059151851848,2024-01-19 15:28:23,2024-01-19 15:53:58,2024-01-19
-3914071519648116905,-6.837456,107.60164,2024-01-19 17:10:05,2024-01-19 17:56:18,2024-01-19
-3914071519648116905,-6.890592375000001,107.60193075,2024-01-19 18:30:55,2024-01-19 20:41:18,2024-01-19
-3914071519648116905,-6.893354749999999,107.57409975,2024-01-19 21:25:20,2024-01-19 21:41:02,2024-01-19
-3914071519648116905,-6.890208222222223,107.56454055555557,2024-01-19 22:10:52,2024-01-19 22:28:42,2024-01-19
-3914071519648116905,-6.890616481481479,107.56542525925924,2024-01-19 22:29:43,2024-01-19 23:56:03,2024-01-19
-3914071519648116905,-6.890343533333334,107.56402520000002,2024-01-20 00:09:03,2024-01-20 07:40:44,2024-01-20
-3914071519648116905,-6.890499571428571,107.56484202380952,2024-01-20 07:41:25,2024-01-20 10:58:04,2024-01-20
-3914071519648116905,-6.918110749999999,107.61341225,2024-01-20 12:01:28,2024-01-20 12:21:10,2024-01-20
-3914071519648116905,-6.918266478260868,107.61307327536232,2024-01-20 12:22:18,2024-01-20 13:42:55,2024-01-20
-3914071519648116905,-6.917380941176472,107.60764229411764,2024-01-20 14:00:48,2024-01-20 14:34:56,2024-01-20
-3914071519648116905,-6.91702809090909,107.60866409090907,2024-01-20 14:45:24,2024-01-20 15:15:45,2024-01-20
-3914071519648116905,-6.919091678571427,107.60861653571428,2024-01-20 15:17:44,2024-01-20 16:27:29,2024-01-20
-3914071519648116905,-6.916904624999999,107.60881256250002,2024-01-20 16:43:14,2024-01-20 17:08:29,2024-01-20
-3914071519648116905,-6.9056336875,107.61700025000002,2024-01-20 17:26:00,2024-01-20 17:51:15,2024-01-20
-3914071519648116905,-6.905262363636362,107.61677090909087,2024-01-20 18:29:43,2024-01-20 18:45:28,2024-01-20
-3914071519648116905,-6.917612880952382,107.60949252380956,2024-01-20 19:45:24,2024-01-20 20:12:52,2024-01-20
-3914071519648116905,-6.917261722222221,107.61035516666664,2024-01-20 20:17:05,2024-01-20 21:05:53,2024-01-20
-3914071519648116905,-6.917194400000001,107.6082413,2024-01-20 21:06:42,2024-01-20 22:05:37,2024-01-20
-3914071519648116905,-6.9168563333333335,107.60820011111112,2024-01-20 22:10:08,2024-01-20 23:59:10,2024-01-20
-3914071519648116905,-6.917368246376809,107.60782039130432,2024-01-21 00:06:12,2024-01-21 12:02:42,2024-01-21
-3914071519648116905,-6.930983599999999,107.597434,2024-01-21 12:32:43,2024-01-21 12:50:44,2024-01-21
-3914071519648116905,-6.89469875,107.58597875,2024-01-21 14:57:16,2024-01-21 15:15:30,2024-01-21
-3914071519648116905,-6.8987249285714265,107.59441696428571,2024-01-21 15:25:52,2024-01-21 15:51:11,2024-01-21
-3914071519648116905,-6.673883181818184,107.44045121212118,2024-01-21 16:36:33,2024-01-21 17:37:35,2024-01-21
-3914071519648116905,-6.326334451612903,106.90364332258066,2024-01-21 19:35:50,2024-01-21 23:52:23,2024-01-21
-3914071519648116905,-6.326243560000004,106.90334410000008,2024-01-22 00:02:43,2024-01-22 09:25:20,2024-01-22
-3914071519648116905,-6.195065466666665,106.42516266666668,2024-01-22 10:45:21,2024-01-22 11:18:42,2024-01-22
-3914071519648116905,-5.865950941176471,105.7567941764706,2024-01-22 14:47:23,2024-01-22 15:04:10,2024-01-22
-3914071519648116905,-4.678940099999999,105.21136845,2024-01-22 16:54:09,2024-01-22 17:21:43,2024-01-22
-3914071519648116905,-3.476860307692308,104.92358084615388,2024-01-22 18:33:51,2024-01-22 19:00:41,2024-01-22
-3914071519648116905,-2.91889825,104.6849325,2024-01-22 20:14:30,2024-01-22 23:57:02,2024-01-22
-3914071519648116905,-2.9178245384615384,104.6851713076923,2024-01-23 01:45:39,2024-01-23 08:14:39,2024-01-23
-3914071519648116905,-2.922172653846153,104.68366969230767,2024-01-23 08:15:06,2024-01-23 08:43:04,2024-01-23
-3914071519648116905,-2.9200175,104.68620522727274,2024-01-23 08:53:12,2024-01-23 10:19:24,2024-01-23
-3914071519648116905,-2.9849548695652177,104.76053643478262,2024-01-23 11:05:31,2024-01-23 11:40:15,2024-01-23
-3914071519648116905,-3.29339913888889,103.84683495370376,2024-01-24 18:09:39,2024-01-24 23:51:34,2024-01-24
-3914071519648116905,-3.296250716546745,103.84694374676218,2024-01-25 00:02:35,2024-01-25 23:55:21,2024-01-25
-3914071519648116905,-3.2972726111111106,103.8488035925926,2024-01-26 00:23:04,2024-01-26 13:24:57,2024-01-26
-3914071519648116905,-3.290798194444444,103.83523952777776,2024-01-26 13:34:20,2024-01-26 14:50:35,2024-01-26
-3914071519648116905,-2.923892,104.68533025,2024-01-27 13:23:34,2024-01-27 13:40:42,2024-01-27
-3914071519648116905,-2.9839136923076923,104.76251784615384,2024-01-27 14:17:09,2024-01-27 14:50:14,2024-01-27
-3914071519648116905,-2.951253714285714,104.76079147619048,2024-01-27 15:26:43,2024-01-27 19:49:16,2024-01-27
-3914071519648116905,-2.9348804444444445,104.7800212222222,2024-01-27 20:08:52,2024-01-27 23:11:26,2024-01-27
-3914071519648116905,-2.934886,104.7800063703704,2024-01-28 00:11:27,2024-01-28 13:39:56,2024-01-28
-3914071519648116905,-2.918967348837208,104.68595241860469,2024-01-28 14:50:15,2024-01-28 23:48:24,2024-01-28
-3914071519648116905,-2.919432038461537,104.6858537115385,2024-01-29 00:06:29,2024-01-29 10:01:37,2024-01-29
-3914071519648116905,-2.9624653333333324,104.72932916666664,2024-01-29 10:16:26,2024-01-29 11:03:56,2024-01-29
-3914071519648116905,-3.536968625,104.2676175,2024-01-29 12:58:52,2024-01-29 13:14:46,2024-01-29
-3914071519648116905,-3.296170291666668,103.84819804166663,2024-01-29 14:44:51,2024-01-29 22:21:00,2024-01-29
